tempo= 120
116.98125 8
117.60208333333334 t
117.60625 w
118.225 E
118.7375 t
118.85208333333334 I
119.02083333333333 P
119.22916666666667 E
119.23541666666667 D
119.25 %
119.91875 Q
120.45208333333333 d
121.02708333333334 E
121.24791666666667 t
121.41875 Y
121.5625 o
121.79583333333333 s
121.86041666666667 4
121.90625 (
122.61458333333333 w
123.45833333333333 d
123.4875 Y
123.49166666666666 o
123.5125 y
125.15208333333334 ^
125.16666666666667 P
125.17083333333333 E
125.17708333333333 Y
125.94375 W
126.50833333333334 Y
126.51875 t
127.08541666666666 E
127.60625 i
127.61666666666666 y
127.63958333333333 ^
128.1875 W
128.7875 o
128.79166666666666 Y
129.47708333333333 t
130.36875 ^
130.39791666666667 O
130.41875 i
131.13125 W
131.8375 t
132.42708333333334 Y
133.01666666666668 o
133.56666666666666 P
134.14166666666668 d
134.74791666666667 D
135.4125 ^
135.58541666666667 P
136.32916666666668 W
137.12291666666667 O
137.15416666666667 Y
137.19583333333333 t
137.80208333333334 W
138.42083333333332 y
138.42916666666667 i
138.43333333333334 ^
138.98333333333332 W
139.52083333333334 o
139.525 Y
140.05 W
140.7375 ^
140.74166666666667 O
140.75208333333333 t
140.7625 Y
141.41041666666666 W
142.08541666666667 t
142.66458333333333 Y
143.31458333333333 o
143.3375 w
143.93125 P
144.70416666666668 d
144.70833333333334 p
144.7125 Q
145.42708333333334 D
145.97083333333333 i
146.1375 O
146.30625 s
146.54375 g
146.55 ^
147.45625 q
148.32708333333332 h
148.33125 o
148.34375 D
148.34791666666666 s
148.35416666666666 O
148.35833333333332 W
149.00208333333333 t
149.62916666666666 H
149.63333333333333 ^
149.63958333333332 O
149.64375 D
149.64791666666667 s
150.21875 W
150.90208333333334 J
150.90833333333333 E
150.91041666666666 D
150.91458333333333 P
150.92708333333334 s
151.54375 ^
152.37708333333333 l
152.37916666666666 D
152.38333333333333 s
152.38958333333332 H
152.475 t
153.09166666666667 W
153.95208333333332 z
153.96041666666667 d
153.96458333333334 y
153.96875 H
153.97291666666666 g
154.69375 E
155.33541666666667 h
155.48541666666668 H
155.6375 k
155.75833333333333 z
155.84375 a
155.87708333333333 v
156.86666666666667 O
158.15208333333334 d
158.15625 c
158.18541666666667 g
161.08125 w
161.25625 E
161.46875 Y
161.52291666666667 @
162.39791666666667 ^
163.19375 w
165.06458333333333 8
165.16666666666666 E
165.275 D
165.29166666666666 P
165.30416666666667 yo
166.13333333333333 w
167.13541666666666 P
167.15833333333333 o
167.16666666666666 tY
169.375 E5
169.38541666666666 o
169.3875 d
169.39375 i
170.31458333333333 q
171.0375 P
171.04791666666668 w
171.70625 s
171.74791666666667 E
172.42083333333332 d
172.47083333333333 P
172.47916666666666 i
172.4875 y
174.09791666666666 D
174.12291666666667 s
174.125 o
174.14375 T
174.19375 (
176.10833333333332 %
176.13333333333333 E
176.13541666666666 Y
176.14791666666667 t
176.9875 (
177.55208333333334 W
178.12916666666666 E
179.12083333333334 s
179.14375 o
179.88541666666666 %
180.64791666666667 I
182.2375 P
182.26875 5
182.27916666666667 i
182.3 E
182.30833333333334 w
183.05416666666667 (
183.66041666666666 Y
184.30625 w
185.15833333333333 y
185.2375 q
186.80833333333334 T
186.8375 0
188.54375 %
188.58541666666667 t
188.59791666666666 E
189.31666666666666 (
189.92291666666668 W
190.55 E
190.88541666666666 r
191.03125 Y
191.21041666666667 %
191.21458333333334 q
191.21875 O
192.03541666666666 W
192.90416666666667 r
194.77708333333334 o
194.80208333333334 Y
194.80625 ^
194.82916666666668 E
194.8375 w
195.57291666666666 (
196.28125 Y
196.30833333333334 E
196.86666666666667 i
197.68333333333334 o
197.70833333333334 u
197.71458333333334 t
197.72083333333333 E
198.4375 8
199.40833333333333 O
201.30208333333334 i
201.31458333333333 4
201.32083333333333 ye(
202.03333333333333 8
202.7875 y
202.79791666666668 q
203.43541666666667 Y
204.24166666666667 i
204.27083333333334 ^
204.28125 t
204.2875 W
205.92291666666668 o
205.92708333333334 E
205.94375 y
207.40833333333333 w
207.51458333333332 E
207.69166666666666 t
207.80625 @
207.8125 Y
208.74791666666667 ^
209.5625 Z
209.59583333333333 w
210.21041666666667 z
210.69166666666666 D
210.79791666666668 H
210.9125 l
210.92291666666668 Y
210.92916666666667 q
211.57083333333333 Z
212.15625 h
212.29166666666666 k
212.40833333333333 z
212.47083333333333 ^
212.48125 r
212.59583333333333 v
214.49791666666667 @
214.63541666666666 Y
215.48125 ^
216.17083333333332 w
217.31458333333333 Y
217.5 o
217.65833333333333 P
217.77291666666667 8
217.77916666666667 E
217.80625 D
218.38958333333332 w
219.21041666666667 P
219.225 o
219.26875 Y
219.28125 y
221.00625 5
221.01458333333332 E
221.07708333333332 d
221.09375 i
221.1 o
221.10833333333332 P
221.9125 q
222.65625 P
222.67708333333334 w
223.27291666666667 s
223.28333333333333 p
223.99375 d
223.99791666666667 o
224.00208333333333 P
225.65833333333333 D
225.6625 o
225.66875 s
225.70416666666668 T
225.70833333333334 (
227.64375 E
227.64791666666667 Y
227.65416666666667 %
228.53333333333333 (
229.14166666666668 W
229.74583333333334 E
230.175 Y
230.375 o
230.52083333333334 s
231.23125 (
232.19583333333333 I
233.98125 5
234.0125 P
234.05625 i
234.07708333333332 E
234.08125 w
234.96458333333334 (
235.56041666666667 Y
236.21041666666667 w
237.05833333333334 y
237.06666666666666 q
238.84375 0
238.88541666666666 T
241.06458333333333 t
241.07291666666666 %
241.08125 E
242.10833333333332 W
242.78958333333333 (
243.39375 8
244.275 O
244.29375 r
244.31458333333333 q
244.31875 %
244.325 Y
245.15208333333334 (
246.19583333333333 r
246.21666666666667 Y
246.26041666666666 W
248.19583333333333 o
248.20416666666668 w
248.21041666666667 Y
248.23541666666668 E
248.26666666666668 ^
249.10416666666666 (
250.0875 Y
250.11041666666668 t
250.11875 E
251.06875 i
251.07291666666666 y
252.17916666666667 8
252.31458333333333 o
252.34166666666667 E
252.34791666666666 u
252.35625 T
253.32916666666668 w
254.5625 O
257.25 (
257.25416666666666 i
257.2583333333333 y
257.2625 e
257.28125 4
257.3020833333333 t
258.30625 8
259.55 y
259.56041666666664 q
260.59583333333336 Y
261.7895833333333 i
261.81041666666664 t
261.8520833333333 W
262.88125 ^
264.17291666666665 o
264.19375 E
264.2 y
266.82916666666665 @
266.9770833333333 Y
266.99791666666664 E
267.00625 w
267.02916666666664 t
268.28333333333336 ^
269.27708333333334 (
270.1875 q
270.9916666666667 w
271.74375 E
272.79583333333335 ^
272.8041666666667 t
272.80625 W
273.8979166666667 P
274.73541666666665 E
274.87083333333334 y
275.0708333333333 o
275.1041666666667 @
276.0 P
276.78541666666666 o
276.81666666666666 w
276.82708333333335 E
276.85833333333335 (
277.56666666666666 P
278.4479166666667 t
278.4583333333333 o
279.21458333333334 P
279.93333333333334 o
279.9625 E
280.5708333333333 P
281.0520833333333 t
281.1770833333333 Y
281.3229166666667 @
281.3541666666667 O
282.05833333333334 P
282.725 O
282.73541666666665 t
282.7395833333333 W
282.74583333333334 q
283.4270833333333 P
284.2416666666667 Y
284.2625 O
285.14166666666665 P
285.8958333333333 y
285.93541666666664 O
286.73125 P
287.3020833333333 t
287.49375 i
287.66041666666666 o
287.87083333333334 s
287.9 @
288.7583333333333 ^
289.4291666666667 (
289.43958333333336 y
290.0833333333333 q
290.86041666666665 w
290.89166666666665 s
290.90208333333334 i
291.71875 E
292.475 Y
293.225 (
293.78333333333336 P
293.9458333333333 d
294.1666666666667 y
294.17083333333335 J
294.1791666666667 E
294.2291666666667 t
295.1645833333333 g
295.80833333333334 O
295.94375 s
296.02916666666664 Y
296.06041666666664 H
296.66041666666666 D
297.1354166666667 o
297.2291666666667 P
297.3229166666667 y
297.3625 h
298.00416666666666 d
298.59375 i
298.70416666666665 O
298.77916666666664 s
298.89375 E
298.90625 g
299.6875 P
300.2625 E
300.47083333333336 i
300.5729166666667 o
300.67083333333335 @
301.43541666666664 P
301.48541666666665 (
302.1666666666667 o
302.1875 E
302.19166666666666 Y
302.2395833333333 w
302.85625 P
302.8833333333333 (
303.625 o
303.63958333333335 t
304.37291666666664 (
304.3833333333333 P
305.17291666666665 E
305.2083333333333 o
305.95208333333335 (
305.98333333333335 P
306.45416666666665 t
306.56875 Y
306.77708333333334 p
306.8125 $
307.5854166666667 Q
307.6166666666667 s
308.25208333333336 e
308.28333333333336 p
308.88958333333335 Q
308.92083333333335 s
309.70625 e
309.7104166666667 p
309.71458333333334 i
310.5 Q
310.5104166666667 s
311.32708333333335 Y
311.3541666666667 p
312.11041666666665 Q
312.12083333333334 s
312.6333333333333 y
312.7375 i
312.9270833333333 O
313.1041666666667 d
313.125 q
313.12916666666666 t
313.86875 W
314.55833333333334 O
314.56875 i
314.57916666666665 y
315.1958333333333 t
315.9166666666667 d
315.94166666666666 I
315.9458333333333 Y
315.95 E
316.5875 q
317.2583333333333 e
317.26666666666665 I
317.27708333333334 Y
317.8625 q
318.1125 i
318.25 O
318.4166666666667 s
318.5125 D
318.68958333333336 W
318.72083333333336 g
319.44166666666666 ^
320.1958333333333 s
320.1979166666667 W
320.20416666666665 i
320.21458333333334 O
320.875 t
321.75 s
321.78333333333336 I
321.79375 y
321.79791666666665 W
321.8020833333333 t
322.56875 ^
323.5208333333333 I
323.53125 ^
323.53541666666666 y
323.5375 t
324.41875 ^
325.78125 @
325.8125 @
326.0520833333333 Y
326.0541666666667 w
326.09166666666664 t
326.09583333333336 E
327.05625 @
328.075 (
328.08958333333334 w
328.09375 E
328.12083333333334 t
330.43958333333336 5
330.45208333333335 1
330.5375 D
330.5520833333333 Y
330.56041666666664 o
330.56458333333336 s
330.56875 P
331.5875 8
332.26875 P
332.2729166666667 Y
332.27708333333334 o
332.28333333333336 E
332.8375 w
333.15208333333334 y
333.29791666666665 i
333.46458333333334 P
333.70625 d
333.73333333333335 E
333.7375 5
333.75 q
334.56458333333336 9
335.25416666666666 P
335.26458333333335 E
335.29583333333335 q
335.3 y
335.3229166666667 i
335.90416666666664 s
335.92291666666665 e
335.95416666666665 t
336.6770833333333 w
336.6791666666667 d
336.6979166666667 y
336.70625 P
336.7104166666667 i
337.4166666666667 q
338.3229166666667 D
338.32708333333335 T
338.33125 Y
338.3354166666667 *
338.33958333333334 s
338.34375 o
338.34583333333336 @
340.2416666666667 %
340.2729166666667 E
340.3020833333333 Y
340.3875 t
341.05833333333334 (
341.675 Y
341.6958333333333 t
341.70625 W
342.2604166666667 E
342.5729166666667 t
342.65 Y
342.8208333333333 O
342.98125 %
343.03541666666666 s
343.69166666666666 (
344.3208333333333 t
344.33125 Y
344.35625 W
344.9895833333333 E
345.45 E
345.62708333333336 i
345.84791666666666 P
345.88958333333335 w
346.6 5
347.21666666666664 E
347.22083333333336 Y
347.27916666666664 q
347.88958333333335 E
348.5875 5
348.63125 y
349.32916666666665 q
350.1979166666667 T
350.23125 0
351.80833333333334 %
351.82916666666665 E
351.8354166666667 t
352.6333333333333 (
353.2416666666667 W
353.825 E
354.11875 r
354.28541666666666 Y
354.49583333333334 i
354.69375 %
354.7104166666667 q
354.725 O
355.4895833333333 (
356.4604166666667 Y
356.47083333333336 r
356.525 W
358.31875 o
358.3354166666667 ^
358.3645833333333 E
358.37083333333334 Y
358.3854166666667 w
360.3208333333333 Y
360.33125 t
361.0416666666667 i
362.03541666666666 o
362.04583333333335 8
362.06666666666666 u
362.07708333333335 E
363.95 O
365.99791666666664 i
366.00208333333336 e
366.01875 4
366.02916666666664 y
366.0395833333333 t
366.05 (
367.85 y
368.4770833333333 Y
369.25208333333336 i
369.29375 W
369.3041666666667 t
369.30833333333334 ^
371.0833333333333 E
371.1875 y
371.31041666666664 o
372.9875 w
373.1166666666667 E
373.25625 @
373.27708333333334 Y
374.3229166666667 ^
375.11875 D
375.16041666666666 w
375.7875 d
376.4875 s
376.51458333333335 ^
376.52916666666664 W
377.1354166666667 d
377.7 a
377.8229166666667 d
377.9625 r
377.975 h
378.70416666666665 g
379.2291666666667 o
379.40625 P
379.5416666666667 D
379.59375 (
380.2 E
380.81666666666666 o
382.18125 D
382.2916666666667 h
382.37708333333336 Z
382.4270833333333 P
383.00208333333336 o
383.71458333333334 d
383.73541666666665 h
383.74791666666664 D
384.8333333333333 d
384.9791666666667 h
385.06458333333336 o
385.12291666666664 z
385.82708333333335 P
386.55833333333334 d
386.57916666666665 J
386.59375 h
387.15416666666664 l
387.65625 g
387.7291666666667 J
387.8125 z
389.1791666666667 Z
389.18333333333334 h
389.27916666666664 S
390.65833333333336 D
390.68958333333336 s
390.72083333333336 P
390.7625 W
391.35 Y
392.1125 O
393.34583333333336 s
393.4916666666667 h
393.61875 l
394.20208333333335 P
394.90416666666664 G
395.82916666666665 P
396.04375 g
396.30625 o
396.31041666666664 J
396.9604166666667 w
397.5625 D
397.5708333333333 i
398.1770833333333 o
398.87916666666666 d
398.91875 i
400.24791666666664 u
400.2729166666667 S
401.81041666666664 W
401.8125 s
401.82708333333335 P
401.85 Y
402.6 O
403.2708333333333 P
403.93958333333336 s
404.65208333333334 H
404.66041666666666 a
404.70416666666665 i
405.37083333333334 O
406.0833333333333 a
406.7625 g
407.32708333333335 P
407.46458333333334 D
407.55833333333334 h
407.5625 E
407.57916666666665 o
409.16875 D
409.775 g
410.1354166666667 t
410.36041666666665 o
410.37083333333334 P
410.45416666666665 S
410.52708333333334 f
410.55833333333334 h
411.9916666666667 H
413.07916666666665 p
413.24583333333334 s
413.3645833333333 d
413.56041666666664 q
413.56666666666666 g
413.575 Y
414.29583333333335 o
414.99375 d
415.61041666666665 D
416.3520833333333 g
416.37708333333336 d
416.38125 s
416.3875 O
417.09583333333336 E
417.79583333333335 h
417.80625 d
417.81666666666666 P
418.9458333333333 o
419.0875 P
419.1770833333333 s
419.3645833333333 (
419.37083333333334 D
420.03333333333336 E
420.71458333333334 Y
421.40416666666664 i
422.09375 o
422.1145833333333 q
422.75208333333336 O
423.51666666666665 a
423.5375 E
423.54791666666665 o
423.5520833333333 y
424.23125 d
424.75 o
424.8625 P
424.9583333333333 s
424.9916666666667 (
425.03125 D
425.66041666666666 E
426.4125 P
426.47083333333336 i
427.53125 D
427.7 h
427.81875 J
427.8875 P
427.9291666666667 Z
428.62916666666666 o
428.85 t
429.43541666666664 d
429.43958333333336 J
429.47083333333336 D
429.4770833333333 h
430.56458333333336 d
430.69166666666666 g
430.85833333333335 J
431.0 P
431.0083333333333 w
431.03541666666666 z
431.71458333333334 i
432.34166666666664 J
432.34583333333336 d
432.37291666666664 o
433.04375 l
433.04791666666665 P
433.06458333333336 j
433.73541666666665 z
433.74375 h
433.76458333333335 J
434.43333333333334 g
435.1354166666667 Z
435.15833333333336 D
435.1625 h
435.1770833333333 Y
435.1875 l
435.88958333333335 S
436.6625 D
436.67291666666665 P
436.69375 s
436.70208333333335 W
437.40416666666664 Y
438.0833333333333 O
438.7625 P
438.98333333333335 s
439.17083333333335 D
439.31875 h
439.50625 l
440.13958333333335 s
440.8854166666667 G
441.54583333333335 s
442.225 P
442.35625 g
442.4458333333333 w
442.4479166666667 J
442.47291666666666 o
443.20208333333335 i
443.84166666666664 D
444.54583333333335 o
445.3208333333333 d
445.3354166666667 i
445.34166666666664 P
446.87916666666666 S
446.8833333333333 u
448.3979166666667 W
448.40833333333336 s
448.4791666666667 P
449.13958333333335 Y
449.87083333333334 O
450.55 P
451.1791666666667 a
451.25208333333336 D
451.3125 W
451.34375 i
451.37708333333336 H
452.03541666666666 Y
452.86041666666665 O
454.09583333333336 P
454.275 D
454.40208333333334 E
454.40833333333336 h
454.47083333333336 o
455.1458333333333 Y
456.0729166666667 D
456.08125 s
456.14375 P
456.7416666666667 g
457.2916666666667 P
457.44166666666666 S
457.475 f
457.48333333333335 h
457.55833333333334 t
458.20416666666665 o
459.1354166666667 H
460.30625 p
460.48333333333335 s
460.62083333333334 d
460.80833333333334 q
460.82916666666665 g
460.90208333333334 Y
461.50208333333336 t
462.34583333333336 d
462.3666666666667 p
462.37083333333334 o
463.25 D
464.0 i
464.1041666666667 O
464.2395833333333 s
464.28125 Y
464.3125 g
464.3208333333333 E
465.725 h
465.75416666666666 o
465.7604166666667 d
465.76875 P
465.775 y
467.43958333333336 @
467.4916666666667 D
467.5125 s
467.51666666666665 o
467.53333333333336 P
468.44375 ^
469.2583333333333 Y
469.26875 w
469.2916666666667 E
469.3520833333333 t
470.0125 (
470.9125 ^
470.92083333333335 ^
471.10833333333335 o
471.12083333333334 W
471.125 Y
471.14166666666665 t
472.05 ^
473.19166666666666 W
473.20208333333335 P
473.22083333333336 y
473.2270833333333 i
473.23333333333335 t
474.3520833333333 J
474.3854166666667 P
475.125 o
475.29791666666665 P
475.45 d
475.6479166666667 @
475.66041666666666 h
476.51666666666665 J
476.53333333333336 P
477.37291666666664 h
477.3979166666667 o
477.40208333333334 d
477.40625 w
477.41041666666666 (
477.4145833333333 E
477.41875 P
478.1479166666667 J
478.15833333333336 P
478.9 t
478.93125 h
478.93541666666664 o
479.675 P
479.6791666666667 J
480.5 h
480.5104166666667 o
480.51458333333335 E
481.24375 J
481.26458333333335 P
481.81875 O
481.95416666666665 s
482.07916666666665 D
482.21458333333334 @
482.21875 8
482.26666666666665 H
482.9895833333333 J
483.01458333333335 P
483.73125 H
483.73541666666665 W
483.76875 t
483.7729166666667 D
483.77708333333334 q
483.78125 O
483.78541666666666 s
484.51666666666665 J
484.5520833333333 P
485.37291666666664 Y
485.40416666666664 H
485.425 O
486.2625 J
486.2729166666667 P
487.13125 y
487.1354166666667 H
487.16041666666666 O
488.05 J
488.08125 P
488.6979166666667 s
488.85625 g
489.0125 h
489.18125 @
489.19166666666666 l
490.1354166666667 (
491.0208333333333 y
491.82708333333335 E
492.46875 s
492.6 g
492.70416666666665 h
492.7895833333333 i
492.82916666666665 l
493.6875 E
494.59375 Y
495.48541666666665 (
495.9916666666667 P
496.15625 d
496.375 y
496.38125 (
496.3875 E
496.39375 J
497.14166666666665 g
497.71458333333334 O
497.85833333333335 s
497.87083333333334 t
497.89166666666665 H
498.5708333333333 D
499.21666666666664 o
499.3041666666667 P
499.3979166666667 Y
499.43958333333336 h
500.17083333333335 d
500.9875 i
501.1333333333333 O
501.18541666666664 y
501.2125 g
502.12708333333336 J
502.15833333333336 P
502.93125 o
503.07916666666665 P
503.20416666666665 d
503.38125 @
503.3854166666667 h
504.3333333333333 J
504.3541666666667 P
504.4270833333333 (
505.0229166666667 o
505.1375 P
505.2125 d
505.3125 E
505.31875 h
506.08958333333334 w
506.09375 J
506.11041666666665 P
506.9583333333333 h
506.98125 o
506.9895833333333 d
506.99375 P
507.0104166666667 t
507.76666666666665 (
507.825 J
507.8354166666667 P
508.68333333333334 E
508.725 h
508.74583333333334 o
509.4791666666667 (
509.5208333333333 J
509.5395833333333 P
510.02708333333334 p
510.17083333333335 s
510.27708333333334 D
510.36875 $
510.41875 j
511.11041666666665 Q
511.1625 l
511.1875 s
511.875 e
511.89375 j
511.9145833333333 s
511.91875 D
511.92291666666665 p
512.6145833333334 s
512.61875 l
513.4416666666667 j
513.4458333333333 Q
513.45 i
513.4625 p
513.4729166666667 e
513.49375 s
513.4979166666667 D
513.5041666666667 t
514.33125 l
514.3416666666667 s
515.2270833333333 j
515.2333333333333 p
515.2375 Y
515.25 s
515.2541666666667 D
516.15625 l
516.1604166666667 s
516.7166666666667 d
516.8604166666667 g
517.0104166666666 H
517.1666666666666 q
517.16875 y
517.1854166666667 W
517.1958333333333 z
517.2 t
518.1520833333333 4
519.1104166666667 O
519.1145833333334 W
519.1208333333333 t
519.125 i
519.1291666666667 y
519.9770833333333 q
521.025 z
521.0354166666667 d
521.0395833333333 E
521.0458333333333 J
521.9541666666667 ^
522.8645833333334 e
522.875 i
522.8916666666667 t
522.8958333333334 y
523.7916666666666 ^
524.3375 g
524.4541666666667 H
524.6208333333333 l
524.69375 Z
524.8208333333333 W
524.8395833333333 t
524.8604166666667 c
525.7125 ^
526.66875 s
526.68125 W
526.6854166666667 O
526.6895833333333 t
526.69375 Y
527.64375 ^
528.6479166666667 l
528.6520833333333 d
528.6541666666667 s
528.6625 G
528.6791666666667 W
529.725 ^
530.9791666666666 P
530.9895833333334 W
530.99375 E
530.9979166666667 o
531.0020833333333 ^
531.0104166666666 y
532.35 ^
534.16875 @
534.18125 @
534.4 D
534.4041666666667 Y
534.4104166666667 o
534.4125 s
534.4166666666666 P
535.5479166666667 @
535.58125 ^
536.6583333333333 w
536.66875 Y
536.6729166666667 P
536.6770833333334 o
537.68125 2
538.8875 1
538.8895833333333 5
538.9583333333334 Z
538.96875 D
538.9895833333334 h
539.0 J
539.925 8
540.95625 (
540.9666666666667 w
540.9708333333333 8
540.9770833333333 D
540.9875 Y
541.0083333333333 P
541.0125 o
541.0166666666667 s
541.9291666666667 t
543.0166666666667 5
543.01875 E
543.0229166666667 q
543.2458333333333 z
543.25625 d
543.2604166666666 J
543.2645833333333 g
544.2291666666666 w
544.73125 p
545.2229166666667 J
545.2270833333333 o
545.2333333333333 P
545.2520833333333 d
545.25625 g
545.69375 i
546.1416666666667 l
546.1645833333333 s
546.16875 y
546.1833333333333 g
546.6020833333333 E
547.1041666666666 z
547.1083333333333 e
547.1291666666667 d
547.1333333333333 g
547.1458333333334 J
547.5645833333333 w
548.0833333333334 q
548.5166666666667 9
549.0083333333333 @
549.0604166666667 Z
549.0645833333333 S
549.06875 D
549.0729166666666 h
549.0833333333334 l
549.6041666666666 *
550.1229166666667 w
550.6145833333334 @
551.35 %
551.5354166666667 D
551.5416666666666 Y
551.55 o
551.5604166666667 P
551.5708333333333 s
552.2708333333334 @
552.7625 %
553.2333333333333 8
553.7145833333333 o
553.71875 Y
553.7229166666667 P
553.7479166666667 (
554.1854166666667 W
554.64375 t
555.0520833333334 Y
555.6375 %
555.8375 l
555.8479166666667 h
555.8520833333333 s
556.3604166666667 (
556.75625 W
557.1958333333333 t
557.6583333333333 G
557.6625 Y
558.1375 O
558.5875 s
559.0479166666667 G
559.6541666666667 5
559.6645833333333 q
559.9729166666667 h
559.9770833333333 J
559.98125 P
560.0166666666667 g
560.5541666666667 (
560.9604166666667 q
561.39375 w
561.85 E
561.8916666666667 D
561.8958333333334 P
562.3416666666667 Y
562.78125 i
563.1979166666666 o
563.775 d
563.7770833333333 o
563.7854166666667 P
563.7895833333333 i
564.2541666666667 w
564.7270833333333 Y
565.1833333333333 i
565.7770833333333 S
565.78125 o
565.7854166666667 u
565.7895833333333 P
566.2729166666667 T
566.74375 E
567.2354166666667 w
567.8729166666667 %
567.8833333333333 (
568.0395833333333 s
568.0458333333333 t
568.0645833333333 o
568.0666666666667 Y
568.7708333333334 E
569.2958333333333 t
569.8041666666667 Y
570.4354166666667 P
570.9479166666666 O
571.4083333333333 Y
571.8145833333333 t
572.4958333333333 4
572.5270833333333 H
572.5583333333333 a
572.575 O
572.6020833333333 D
573.0916666666667 (
573.5625 q
574.0333333333333 W
574.6708333333333 Y
574.68125 r
575.2770833333333 q
576.05 r
577.1666666666666 o
577.3270833333333 P
577.5041666666667 D
577.7458333333333 h
577.7666666666667 w
577.7708333333334 ^
578.96875 (
580.3083333333333 D
